Código Município Completo,Nome_Município,UF,CAPAG,Indicador 1,Nota 1,Indicador 2,Nota 2,Indicador 3,Nota 3,ICF
4124400,Santo Antônio do Sudoeste,PR,C,"14,17%",A,"96,00%",C,"0,17%",B,Bicf
4124509,Santo Inácio,PR,B,"5,37%",A,"94,43%",B,"2,96%",B,Cicf
4124608,São Carlos do Ivaí,PR,A,"3,17%",A,"93,85%",B,"6,23%",A,Cicf
4124707,São Jerônimo da Serra,PR,A,"5,47%",A,"90,04%",B,"16,42%",A,Bicf
4124806,São João,PR,A,"9,11%",A,"93,31%",B,"12,21%",A,Cicf
4124905,São João do Caiuá,PR,C,"0,00%",A,"90,43%",B,"-1,10%",C,Cicf
4125001,São João do Ivaí,PR,n.d.,"10,03%",A,"94,16%",B,n.d.,n.d.,Cicf
4125100,São João do Triunfo,PR,C,"12,34%",A,"94,08%",B,"-27,43%",C,Bicf
4125209,São Jorge d'Oeste,PR,B,"19,59%",A,"90,83%",B,"3,61%",B,Bicf
4125308,São Jorge do Ivaí,PR,n.d.,"1,70%",A,"87,67%",B,n.d.,n.d.,Cicf
4125357,São Jorge do Patrocínio,PR,C,"2,62%",A,"82,48%",A,"-5,30%",C,Bicf
4125407,São José da Boa Vista,PR,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Dicf
4125456,São José das Palmeiras,PR,C,"12,51%",A,"101,45%",C,"0,44%",B,Cicf
4125506,São José dos Pinhais,PR,A,"5,95%",A,"85,07%",B,"12,98%",A,Cicf
4125555,São Manoel do Paraná,PR,B,"9,43%",A,"90,82%",B,"4,73%",B,Cicf
4125605,São Mateus do Sul,PR,A,"6,32%",A,"83,48%",A,"5,63%",A,Bicf
4125704,São Miguel do Iguaçu,PR,A,"4,47%",A,"89,57%",B,"12,92%",A,Cicf
4125753,São Pedro do Iguaçu,PR,C,"6,58%",A,"85,60%",B,"-19,73%",C,Dicf
4125803,São Pedro do Ivaí,PR,n.d.,"11,78%",A,"95,19%",C,n.d.,n.d.,Dicf
4125902,São Pedro do Paraná,PR,C,"13,26%",A,"95,65%",C,"13,05%",A,Cicf
4126009,São Sebastião da Amoreira,PR,A,"8,05%",A,"89,42%",B,"8,04%",A,Dicf
4126108,São Tomé,PR,C,"9,82%",A,"99,06%",C,"-0,29%",C,Bicf
4126207,Sapopema,PR,C,"5,32%",A,"89,05%",B,"-1,04%",C,Cicf
4126256,Sarandi,PR,n.d.,"13,64%",A,n.d.,n.d.,"13,11%",A,Cicf
4126272,Saudade do Iguaçu,PR,C,"12,04%",A,"99,58%",C,"19,18%",A,Aicf
4126306,Sengés,PR,A,"18,05%",A,"87,82%",B,"10,88%",A,Bicf
4126355,Serranópolis do Iguaçu,PR,A,"0,39%",A,"82,96%",A,"27,54%",A,Bicf
4126405,Sertaneja,PR,C,"1,50%",A,"97,65%",C,"5,71%",A,Cicf
4126504,Sertanópolis,PR,A,"5,83%",A,"92,02%",B,"20,70%",A,Cicf
4126603,Siqueira Campos,PR,C,"9,36%",A,"88,02%",B,"-8,04%",C,Cicf
4126652,Sulina,PR,A,"11,81%",A,"90,81%",B,"5,23%",A,Bicf
4126678,Tamarana,PR,C,"0,62%",A,"99,84%",C,"1,69%",B,Cicf
4126702,Tamboara,PR,n.d.,"0,16%",A,n.d.,n.d.,"7,25%",A,Bicf
4126801,Tapejara,PR,C,"17,57%",A,"81,62%",A,"-2,72%",C,Cicf
4126900,Tapira,PR,C,"12,07%",A,"95,44%",C,"-0,09%",C,Bicf
4127007,Teixeira Soares,PR,B,"14,85%",A,"90,92%",B,"3,19%",B,Bicf
4127106,Telêmaco Borba,PR,B,"20,35%",A,"85,49%",B,"2,48%",B,Cicf
4127205,Terra Boa,PR,A,"5,56%",A,"92,38%",B,"5,06%",A,Bicf
4127304,Terra Rica,PR,A,"12,01%",A,"89,20%",B,"7,54%",A,Bicf
4127403,Terra Roxa,PR,A,"6,00%",A,"85,96%",B,"18,23%",A,Cicf
4127502,Tibagi,PR,A,"3,86%",A,"84,43%",A,"11,49%",A,Cicf
4127601,Tijucas do Sul,PR,A,"9,10%",A,"84,79%",A,"2,05%",B,Dicf
4127700,Toledo,PR,A,"13,26%",A,"85,89%",B,"10,58%",A,Bicf
4127809,Tomazina,PR,n.d.,"19,13%",A,"90,98%",B,n.d.,n.d.,Bicf
4127858,Três Barras do Paraná,PR,B,"20,55%",A,"91,39%",B,"2,65%",B,Bicf
4127882,Tunas do Paraná,PR,B,"17,54%",A,"89,99%",B,"4,63%",B,Cicf
4127908,Tuneiras do Oeste,PR,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Cicf
4127957,Tupãssi,PR,A,"12,05%",A,"88,25%",B,"16,99%",A,Bicf
4127965,Turvo,PR,A,"9,56%",A,"81,58%",A,"9,93%",A,Cicf
4128005,Ubiratã,PR,A,"9,49%",A,"85,93%",B,"13,00%",A,Bicf
4128104,Umuarama,PR,B,"6,38%",A,"91,41%",B,"0,98%",B,Cicf
4128203,União da Vitória,PR,C,"17,53%",A,"98,72%",C,"-31,93%",C,Cicf
4128302,Uniflor,PR,A,"6,14%",A,"85,93%",B,"6,39%",A,Dicf
4128401,Uraí,PR,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
4128500,Wenceslau Braz,PR,B,"10,40%",A,"94,30%",B,"0,28%",B,Cicf
4128534,Ventania,PR,n.d.,"12,98%",A,n.d.,n.d.,"12,09%",A,Dicf
4128559,Vera Cruz do Oeste,PR,A,"4,19%",A,"91,12%",B,"12,14%",A,Bicf
4128609,Verê,PR,B,"9,81%",A,"92,42%",B,"1,08%",B,Cicf
4128625,Alto Paraíso,PR,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
4128633,Doutor Ulysses,PR,A,"25,51%",A,"93,59%",B,"6,34%",A,Dicf
4128658,Virmond,PR,n.e.,"15,23%",A,"103,80%",C,"3,13%",B,Eicf
4128708,Vitorino,PR,A,"9,94%",A,"90,08%",B,"18,89%",A,Cicf
4128807,Xambrê,PR,n.d.,"10,49%",A,"85,65%",B,n.d.,n.d.,Bicf
4200051,Abdon Batista,SC,A,"9,55%",A,"88,73%",B,"15,48%",A,Bicf
4200101,Abelardo Luz,SC,A,"16,43%",A,"91,70%",B,"9,02%",A,Bicf
4200200,Agrolândia,SC,A,"15,80%",A,"90,13%",B,"9,52%",A,Bicf
4200309,Agronômica,SC,B,"6,54%",A,"92,06%",B,"2,62%",B,Bicf
4200408,Água Doce,SC,A,"11,61%",A,"87,77%",B,"29,52%",A,Bicf
4200507,Águas de Chapecó,SC,C,"12,80%",A,"95,09%",C,"5,09%",A,Aicf
4200556,Águas Frias,SC,A+,"6,91%",A,"81,65%",A,"22,20%",A,Aicf
4200606,Águas Mornas,SC,C,"6,19%",A,"101,02%",C,"-2,19%",C,Cicf
4200705,Alfredo Wagner,SC,n.d.,"13,73%",A,n.d.,n.d.,"-3,92%",C,Dicf
4200754,Alto Bela Vista,SC,A,"14,00%",A,"79,73%",A,"34,15%",A,Cicf
4200804,Anchieta,SC,n.d.,"2,61%",A,"92,57%",B,n.d.,n.d.,Bicf
4200903,Angelina,SC,n.d.,"0,00%",A,"87,38%",B,n.d.,n.d.,Dicf
4201000,Anita Garibaldi,SC,C,"11,11%",A,"98,15%",C,"-9,24%",C,Bicf
4201109,Anitápolis,SC,A,"3,55%",A,"85,32%",B,"15,46%",A,Bicf
4201208,Antônio Carlos,SC,A,"3,78%",A,"85,25%",B,"11,27%",A,Bicf
4201257,Apiúna,SC,A,"9,19%",A,"91,34%",B,"10,41%",A,Bicf
4201273,Arabutã,SC,A,"15,77%",A,"90,57%",B,"10,22%",A,Bicf
4201307,Araquari,SC,A,"20,73%",A,"83,19%",A,"18,19%",A,Bicf
4201406,Araranguá,SC,A,"7,53%",A,"84,38%",A,"24,61%",A,Bicf
4201505,Armazém,SC,n.d.,"0,00%",A,"97,49%",C,n.d.,n.d.,Cicf
4201604,Arroio Trinta,SC,A,"4,72%",A,"79,32%",A,"19,99%",A,Cicf
4201653,Arvoredo,SC,A,"6,76%",A,"83,90%",A,"16,13%",A,Bicf
4201703,Ascurra,SC,C,"2,37%",A,"96,08%",C,"3,36%",B,Aicf
4201802,Atalanta,SC,A,"0,37%",A,"87,86%",B,"10,04%",A,Bicf
4201901,Aurora,SC,n.d.,"3,16%",A,"96,43%",C,n.d.,n.d.,Bicf
4201950,Balneário Arroio do Silva,SC,A,"9,96%",A,"77,13%",A,"10,50%",A,Bicf
4202008,Balneário Camboriú,SC,A,"9,24%",A,"89,86%",B,"5,02%",A,Bicf
4202057,Balneário Barra do Sul,SC,A,"10,29%",A,"82,53%",A,"6,46%",A,Bicf
4202073,Balneário Gaivota,SC,B,"14,27%",A,"94,28%",B,"1,38%",B,Bicf
4202081,Bandeirante,SC,B,"12,48%",A,"94,83%",B,"0,81%",B,Bicf
4202099,Barra Bonita,SC,A,"9,88%",A,"87,29%",B,"26,93%",A,Bicf
4202107,Barra Velha,SC,A,"14,59%",A,"79,20%",A,"17,94%",A,Bicf
4202131,Bela Vista do Toldo,SC,A,"15,20%",A,"91,77%",B,"11,39%",A,Bicf
4202156,Belmonte,SC,A+,"0,00%",A,"94,20%",B,"13,62%",A,Aicf
4202206,Benedito Novo,SC,A,"23,22%",A,"92,01%",B,"7,99%",A,Bicf
4202305,Biguaçu,SC,B,"12,00%",A,"89,52%",B,"3,35%",B,Bicf
4202404,Blumenau,SC,B,"58,72%",A,"94,57%",B,"2,64%",B,Bicf
4202438,Bocaina do Sul,SC,C,"0,00%",A,"96,17%",C,"1,85%",B,Dicf
4202453,Bombinhas,SC,A,"18,26%",A,"94,41%",B,"5,11%",A,Bicf
4202503,Bom Jardim da Serra,SC,C,"13,16%",A,"83,81%",A,"-2,81%",C,Bicf
4202537,Bom Jesus,SC,A+,"6,03%",A,"94,17%",B,"6,86%",A,Aicf
4202578,Bom Jesus do Oeste,SC,n.d.,"0,00%",A,"434,64%",C,n.d.,n.d.,Aicf
4202602,Bom Retiro,SC,C,"4,63%",A,"96,13%",C,"5,31%",A,Aicf
4202701,Botuverá,SC,C,"15,04%",A,"102,43%",C,"6,78%",A,Bicf
4202800,Braço do Norte,SC,n.d.,"21,38%",A,n.d.,n.d.,n.d.,n.d.,Bicf
4202859,Braço do Trombudo,SC,A,"1,08%",A,"92,34%",B,"10,56%",A,Bicf
4202875,Brunópolis,SC,A,"0,00%",A,"83,07%",A,"19,93%",A,Bicf
4202909,Brusque,SC,A+,"30,40%",A,"88,51%",B,"6,03%",A,Aicf
4203006,Caçador,SC,C,"25,46%",A,"93,40%",B,"-1,19%",C,Bicf
4203105,Caibi,SC,C,"0,00%",A,"578,09%",C,"7,87%",A,Aicf
4203154,Calmon,SC,A,"21,64%",A,"88,96%",B,"5,44%",A,Bicf
4203204,Camboriú,SC,A,"6,61%",A,"76,11%",A,"17,23%",A,Bicf
4203253,Capão Alto,SC,A,"0,00%",A,"88,86%",B,"5,99%",A,Cicf
4203303,Campo Alegre,SC,A,"14,36%",A,"87,81%",B,"10,24%",A,Bicf
4203402,Campo Belo do Sul,SC,C,"0,00%",A,"96,63%",C,"1,40%",B,Bicf
4203501,Campo Erê,SC,C,"0,04%",A,"343,12%",C,"-2,02%",C,Bicf
4203600,Campos Novos,SC,A,"14,14%",A,"87,36%",B,"12,18%",A,Bicf
4203709,Canelinha,SC,B,"0,45%",A,"88,18%",B,"2,85%",B,Dicf
4203808,Canoinhas,SC,A,"8,61%",A,"90,83%",B,"7,87%",A,Bicf
4203907,Capinzal,SC,A,"6,94%",A,"89,02%",B,"7,74%",A,Bicf
4203956,Capivari de Baixo,SC,C,"2,91%",A,"95,14%",C,"9,83%",A,Bicf
4204004,Catanduvas,SC,A,"17,34%",A,"85,46%",B,"18,78%",A,Bicf
4204103,Caxambu do Sul,SC,A,"0,00%",A,"83,87%",A,"8,86%",A,Bicf
4204152,Celso Ramos,SC,A,"0,39%",A,"92,25%",B,"8,44%",A,Bicf
4204178,Cerro Negro,SC,A,"1,05%",A,"92,30%",B,"11,31%",A,Bicf
4204194,Chapadão do Lageado,SC,A,"0,00%",A,"94,42%",B,"9,84%",A,Bicf
4204202,Chapecó,SC,A,"34,12%",A,"83,72%",A,"13,35%",A,Bicf
4204251,Cocal do Sul,SC,B+,"17,41%",A,"93,33%",B,"1,23%",B,Aicf
4204301,Concórdia,SC,A+,"15,94%",A,"77,61%",A,"10,56%",A,Aicf
4204350,Cordilheira Alta,SC,A+,"14,46%",A,"90,43%",B,"10,13%",A,Aicf
4204400,Coronel Freitas,SC,A,"19,00%",A,"89,50%",B,"18,85%",A,Bicf
4204459,Coronel Martins,SC,A+,"0,64%",A,"90,50%",B,"16,79%",A,Aicf
4204509,Corupá,SC,B,"14,27%",A,"93,29%",B,"0,34%",B,Bicf
4204558,Correia Pinto,SC,A,"11,01%",A,"86,81%",B,"11,66%",A,Bicf
4204608,Criciúma,SC,A,"43,16%",A,"89,68%",B,"5,07%",A,Bicf
4204707,Cunha Porã,SC,C,"3,21%",A,"90,04%",B,"-11,72%",C,Bicf
4204756,Cunhataí,SC,A,"4,82%",A,"83,08%",A,"9,96%",A,Bicf
4204806,Curitibanos,SC,A,"2,56%",A,"82,48%",A,"18,93%",A,Bicf
4204905,Descanso,SC,B+,"8,98%",A,"93,04%",B,"2,98%",B,Aicf
4205001,Dionísio Cerqueira,SC,A,"18,44%",A,"92,56%",B,"5,35%",A,Bicf
4205100,Dona Emma,SC,B,"15,08%",A,"91,74%",B,"1,59%",B,Bicf
4205159,Doutor Pedrinho,SC,A,"4,38%",A,"86,21%",B,"13,84%",A,Bicf
4205175,Entre Rios,SC,A,"12,28%",A,"90,26%",B,"6,64%",A,Bicf
4205191,Ermo,SC,n.d.,"17,84%",A,"91,74%",B,n.d.,n.d.,Bicf
4205209,Erval Velho,SC,A,"4,38%",A,"81,74%",A,"30,72%",A,Bicf
4205308,Faxinal dos Guedes,SC,A,"32,29%",A,"90,01%",B,"12,63%",A,Bicf
4205357,Flor do Sertão,SC,B,"6,19%",A,"86,68%",B,"4,90%",B,Bicf
4205407,Florianópolis,SC,C,"37,98%",A,"93,05%",B,"-2,08%",C,Bicf
4205431,Formosa do Sul,SC,A,"0,00%",A,"85,99%",B,"8,40%",A,Bicf
4205456,Forquilhinha,SC,A,"7,93%",A,"79,02%",A,"5,25%",A,Bicf
4205506,Fraiburgo,SC,A,"20,16%",A,"91,18%",B,"5,23%",A,Bicf
4205555,Frei Rogério,SC,A,"0,00%",A,"91,29%",B,"11,83%",A,Bicf
4205605,Galvão,SC,A,"6,89%",A,"87,46%",B,"8,12%",A,Bicf
4205704,Garopaba,SC,C,"8,26%",A,"88,16%",B,"-3,53%",C,Cicf
4205803,Garuva,SC,B+,"16,86%",A,"88,98%",B,"2,53%",B,Aicf
4205902,Gaspar,SC,C,"29,34%",A,"95,51%",C,"6,82%",A,Bicf
4206009,Governador Celso Ramos,SC,n.d.,"11,66%",A,n.d.,n.d.,n.d.,n.d.,Dicf
4206108,Grão-Pará,SC,n.d.,"14,03%",A,"92,93%",B,n.d.,n.d.,Bicf
4206207,Gravatal,SC,C,"25,13%",A,"92,83%",B,"-0,34%",C,Cicf
4206306,Guabiruba,SC,A+,"21,69%",A,"86,33%",B,"10,21%",A,Aicf
4206405,Guaraciaba,SC,A,"6,91%",A,"85,56%",B,"7,39%",A,Bicf
4206504,Guaramirim,SC,A+,"27,27%",A,"86,37%",B,"12,85%",A,Aicf
4206603,Guarujá do Sul,SC,A+,"3,96%",A,"88,74%",B,"8,30%",A,Aicf
4206652,Guatambú,SC,B,"18,65%",A,"89,15%",B,"2,79%",B,Bicf
4206702,Herval d'Oeste,SC,A,"1,04%",A,"83,69%",A,"2,67%",B,Bicf
4206751,Ibiam,SC,n.d.,"29,45%",A,"81,21%",A,n.d.,n.d.,Aicf
4206801,Ibicaré,SC,A,"0,00%",A,"84,41%",A,"15,91%",A,Bicf
4206900,Ibirama,SC,A,"10,12%",A,"90,84%",B,"9,08%",A,Bicf
4207007,Içara,SC,B,"31,92%",A,"86,24%",B,"1,56%",B,Cicf
4207106,Ilhota,SC,A,"16,02%",A,"83,72%",A,"13,64%",A,Bicf
4207205,Imaruí,SC,C,"7,94%",A,"97,32%",C,"-8,49%",C,Bicf
4207304,Imbituba,SC,n.d.,"3,21%",A,n.d.,n.d.,"9,26%",A,Cicf
4207403,Imbuia,SC,n.d.,"0,00%",A,"97,12%",C,n.d.,n.d.,Bicf
4207502,Indaial,SC,C,"41,48%",A,"90,89%",B,"-0,79%",C,Bicf
4207577,Iomerê,SC,A,"1,80%",A,"84,32%",A,"21,63%",A,Bicf
4207601,Ipira,SC,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
4207650,Iporã do Oeste,SC,A,"5,58%",A,"80,43%",A,"19,85%",A,Bicf
4207684,Ipuaçu,SC,A+,"13,82%",A,"90,58%",B,"15,10%",A,Aicf
4207700,Ipumirim,SC,A+,"1,55%",A,"92,07%",B,"9,29%",A,Aicf
4207759,Iraceminha,SC,C,"6,74%",A,"269,55%",C,"6,95%",A,Aicf
4207809,Irani,SC,A,"0,88%",A,"88,30%",B,"8,59%",A,Bicf
4207858,Irati,SC,n.d.,"17,58%",A,n.d.,n.d.,"11,35%",A,Cicf
4207908,Irineópolis,SC,A+,"20,73%",A,"86,80%",B,"9,48%",A,Aicf
4208005,Itá,SC,A+,"4,04%",A,"86,67%",B,"18,21%",A,Aicf
4208104,Itaiópolis,SC,A,"1,49%",A,"86,42%",B,"7,91%",A,Bicf
4208203,Itajaí,SC,A,"8,68%",A,"89,30%",B,"5,55%",A,Bicf
4208302,Itapema,SC,A,"6,76%",A,"94,40%",B,"10,34%",A,Bicf
4208401,Itapiranga,SC,A,"3,09%",A,"84,02%",A,"18,75%",A,Bicf
4208450,Itapoá,SC,A,"17,44%",A,"74,22%",A,"19,71%",A,Cicf
4208500,Ituporanga,SC,C,"24,17%",A,"119,05%",C,"4,55%",B,Cicf
4208609,Jaborá,SC,A+,"0,00%",A,"92,16%",B,"12,60%",A,Aicf
4208708,Jacinto Machado,SC,A,"6,68%",A,"84,95%",A,"3,70%",B,Cicf
4208807,Jaguaruna,SC,C,"4,72%",A,"84,64%",A,"-1,14%",C,Bicf
4208906,Jaraguá do Sul,SC,A,"31,16%",A,"86,44%",B,"8,82%",A,Bicf
4208955,Jardinópolis,SC,A+,"0,30%",A,"84,05%",A,"9,42%",A,Aicf
4209003,Joaçaba,SC,A,"4,73%",A,"78,29%",A,"18,25%",A,Bicf
4209102,Joinville,SC,B,"18,36%",A,"87,77%",B,"0,12%",B,Bicf
4209151,José Boiteux,SC,A+,"5,30%",A,"91,45%",B,"10,97%",A,Aicf
4209177,Jupiá,SC,A,"4,66%",A,"91,93%",B,"8,90%",A,Bicf
4209201,Lacerdópolis,SC,A,"0,59%",A,"75,84%",A,"22,57%",A,Cicf
4209300,Lages,SC,C,"15,57%",A,"90,91%",B,"-1,55%",C,Bicf
4209409,Laguna,SC,B,"24,26%",A,"92,41%",B,"2,22%",B,Bicf
4209458,Lajeado Grande,SC,A+,"0,00%",A,"87,69%",B,"19,16%",A,Aicf
4209508,Laurentino,SC,A,"14,93%",A,"47,69%",A,"0,53%",B,Bicf
4209607,Lauro Müller,SC,A,"3,94%",A,"88,13%",B,"7,51%",A,Bicf
4209706,Lebon Régis,SC,n.d.,"38,06%",A,n.d.,n.d.,"4,70%",B,Cicf
4209805,Leoberto Leal,SC,n.d.,"13,01%",A,n.d.,n.d.,"0,91%",B,Cicf
4209854,Lindóia do Sul,SC,A,"26,97%",A,"84,41%",A,"18,57%",A,Bicf
4209904,Lontras,SC,C,"9,19%",A,"95,63%",C,"1,69%",B,Aicf
4210001,Luiz Alves,SC,A,"17,97%",A,"93,94%",B,"7,15%",A,Bicf
4210035,Luzerna,SC,A+,"2,10%",A,"86,88%",B,"10,91%",A,Aicf
4210050,Macieira,SC,A,"2,06%",A,"79,21%",A,"24,36%",A,Bicf
4210100,Mafra,SC,B,"27,71%",A,"88,49%",B,"2,55%",B,Bicf
4210209,Major Gercino,SC,n.e.,"29,11%",A,n.d.,n.d.,n.d.,n.d.,Eicf
4210308,Major Vieira,SC,A,"10,65%",A,"77,92%",A,"0,17%",B,Dicf
4210407,Maracajá,SC,A,"33,52%",A,"78,27%",A,"2,77%",B,Cicf
4210506,Maravilha,SC,A,"7,84%",A,"86,90%",B,"5,90%",A,Bicf
4210555,Marema,SC,n.d.,"4,64%",A,"88,74%",B,n.d.,n.d.,Bicf
4210605,Massaranduba,SC,A+,"23,12%",A,"89,65%",B,"15,16%",A,Aicf
4210704,Matos Costa,SC,A,"8,25%",A,"86,55%",B,"16,05%",A,Bicf
4210803,Meleiro,SC,B,"4,91%",A,"94,77%",B,"0,68%",B,Bicf
4210852,Mirim Doce,SC,A,"2,96%",A,"75,85%",A,"33,73%",A,Bicf
4210902,Modelo,SC,A,"11,15%",A,"89,92%",B,"5,50%",A,Bicf
4211009,Mondaí,SC,A,"2,44%",A,"84,62%",A,"13,48%",A,Bicf
4211058,Monte Carlo,SC,A,"12,84%",A,"93,93%",B,"8,42%",A,Bicf
4211108,Monte Castelo,SC,B,"15,09%",A,"94,56%",B,"2,86%",B,Bicf
4211207,Morro da Fumaça,SC,A,"9,75%",A,"81,18%",A,"13,84%",A,Bicf
4211256,Morro Grande,SC,A,"12,35%",A,"84,26%",A,"16,37%",A,Dicf
4211306,Navegantes,SC,A,"13,96%",A,"85,71%",B,"11,10%",A,Bicf
4211405,Nova Erechim,SC,B,"9,95%",A,"88,72%",B,"1,77%",B,Bicf
4211454,Nova Itaberaba,SC,A+,"2,41%",A,"91,17%",B,"8,20%",A,Aicf
4211504,Nova Trento,SC,n.d.,"13,46%",A,"91,74%",B,n.d.,n.d.,Cicf
4211603,Nova Veneza,SC,A,"3,24%",A,"84,19%",A,"11,35%",A,Bicf
4211652,Novo Horizonte,SC,A,"8,66%",A,"84,07%",A,"13,16%",A,Bicf
4211702,Orleans,SC,B,"7,94%",A,"91,24%",B,"3,13%",B,Bicf
4211751,Otacílio Costa,SC,C,"11,78%",A,"87,37%",B,"-4,37%",C,Cicf
4211801,Ouro,SC,A+,"11,50%",A,"89,87%",B,"11,88%",A,Aicf
4211850,Ouro Verde,SC,A,"3,34%",A,"92,82%",B,"11,04%",A,Bicf
4211876,Paial,SC,A,"10,63%",A,"89,53%",B,"12,06%",A,Bicf
4211892,Painel,SC,A,"1,73%",A,"85,93%",B,"13,05%",A,Cicf
4211900,Palhoça,SC,A,"5,07%",A,"84,03%",A,"17,77%",A,Bicf
4212007,Palma Sola,SC,B,"1,65%",A,"90,11%",B,"4,73%",B,Dicf
4212056,Palmeira,SC,A,"5,77%",A,"91,35%",B,"6,33%",A,Bicf
4212106,Palmitos,SC,A,"0,00%",A,"76,86%",A,"40,64%",A,Bicf
4212205,Papanduva,SC,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Cicf
4212239,Paraíso,SC,A,"7,07%",A,"92,37%",B,"6,51%",A,Bicf
4212254,Passo de Torres,SC,A,"9,69%",A,"84,14%",A,"12,94%",A,Bicf
4212270,Passos Maia,SC,C,"3,49%",A,"95,38%",C,"20,05%",A,Bicf
4212304,Paulo Lopes,SC,A,"17,48%",A,"85,95%",B,"6,82%",A,Bicf
4212403,Pedras Grandes,SC,A,"7,97%",A,"86,82%",B,"21,61%",A,Cicf
4212502,Penha,SC,D,"107,53%",C,"99,47%",C,"-0,69%",C,Cicf
4212601,Peritiba,SC,B+,"14,76%",A,"90,77%",B,"2,99%",B,Aicf
4212650,Pescaria Brava,SC,C,"0,30%",A,"95,24%",C,"1,15%",B,Bicf
4212700,Petrolândia,SC,B,"0,00%",A,"94,71%",B,"2,65%",B,Bicf
4212809,Balneário Piçarras,SC,A,"13,09%",A,"79,99%",A,"26,90%",A,Bicf
4212908,Pinhalzinho,SC,A+,"8,58%",A,"89,26%",B,"13,45%",A,Aicf
4213005,Pinheiro Preto,SC,A,"7,73%",A,"87,13%",B,"19,59%",A,Bicf
4213104,Piratuba,SC,A,"5,79%",A,"86,36%",B,"14,48%",A,Bicf
4213153,Planalto Alegre,SC,A+,"4,57%",A,"89,41%",B,"12,06%",A,Aicf
4213203,Pomerode,SC,A+,"7,31%",A,"81,42%",A,"20,45%",A,Aicf
4213302,Ponte Alta,SC,A,"1,14%",A,"92,12%",B,"8,36%",A,Bicf
4213351,Ponte Alta do Norte,SC,n.d.,"0,00%",A,"-204,73%",n.d.,"18,72%",A,Bicf
4213401,Ponte Serrada,SC,A+,"3,87%",A,"91,66%",B,"6,43%",A,Aicf
4213500,Porto Belo,SC,A,"8,70%",A,"77,67%",A,"9,81%",A,Bicf
4213609,Porto União,SC,A,"0,29%",A,"80,07%",A,"18,16%",A,Bicf
4213708,Pouso Redondo,SC,C,"18,91%",A,"93,88%",B,"-0,05%",C,Bicf
4213807,Praia Grande,SC,B+,"4,03%",A,"93,87%",B,"0,20%",B,Aicf
4213906,Presidente Castello Branco,SC,n.d.,"6,53%",A,"84,28%",A,n.d.,n.d.,Bicf
4214003,Presidente Getúlio,SC,B,"23,07%",A,"89,90%",B,"3,47%",B,Bicf
4214102,Presidente Nereu,SC,A+,"0,00%",A,"79,98%",A,"22,53%",A,Aicf
4214151,Princesa,SC,A,"2,27%",A,"85,54%",B,"8,90%",A,Bicf
4214201,Quilombo,SC,A,"11,98%",A,"80,91%",A,"14,96%",A,Cicf
4214300,Rancho Queimado,SC,B,"6,57%",A,"85,73%",B,"4,74%",B,Cicf
4214409,Rio das Antas,SC,B,"17,00%",A,"93,23%",B,"2,30%",B,Bicf
4214508,Rio do Campo,SC,A,"7,59%",A,"91,22%",B,"7,76%",A,Bicf
4214607,Rio do Oeste,SC,A,"0,00%",A,"91,48%",B,"10,17%",A,Bicf
4214706,Rio dos Cedros,SC,A+,"8,29%",A,"85,66%",B,"11,13%",A,Aicf
4214805,Rio do Sul,SC,A+,"8,29%",A,"84,67%",A,"3,90%",B,Aicf
4214904,Rio Fortuna,SC,A,"11,66%",A,"86,46%",B,"8,56%",A,Bicf
4215000,Rio Negrinho,SC,A,"31,90%",A,"82,38%",A,"11,43%",A,Bicf
4215059,Rio Rufino,SC,B,"0,63%",A,"90,14%",B,"3,67%",B,Bicf
4215075,Riqueza,SC,C,"0,00%",A,"453,51%",C,"17,64%",A,Aicf
4215109,Rodeio,SC,A,"8,13%",A,"92,01%",B,"7,26%",A,Bicf
4215208,Romelândia,SC,A+,"8,06%",A,"84,99%",A,"13,63%",A,Aicf
4215307,Salete,SC,B+,"8,79%",A,"88,08%",B,"4,98%",B,Aicf
4215356,Saltinho,SC,n.d.,"0,00%",A,"84,69%",A,n.d.,n.d.,Bicf
4215406,Salto Veloso,SC,B,"3,50%",A,"86,42%",B,"4,86%",B,Bicf
4215455,Sangão,SC,A,"19,23%",A,"89,62%",B,"5,50%",A,Cicf
4215505,Santa Cecília,SC,A,"10,92%",A,"80,91%",A,"14,49%",A,Bicf
4215554,Santa Helena,SC,A,"4,16%",A,"90,68%",B,"41,57%",A,Bicf
4215604,Santa Rosa de Lima,SC,B,"4,33%",A,"89,02%",B,"1,64%",B,Cicf
4215653,Santa Rosa do Sul,SC,B,"15,48%",A,"91,52%",B,"0,79%",B,Bicf
4215679,Santa Terezinha,SC,C,"1,36%",A,"95,60%",C,"5,69%",A,Bicf
4215687,Santa Terezinha do Progresso,SC,A,"0,00%",A,"90,12%",B,"10,84%",A,Bicf
4215695,Santiago do Sul,SC,n.d.,"0,00%",A,"89,05%",B,n.d.,n.d.,Aicf
